id,status,chance_of_playing_next_round,chance_of_playing_this_round,news,news_added
4,a,,,,
24,a,100.0,100.0,,
35,u,0.0,0.0,Has joined Stevenage permanently.,
95,u,0.0,0.0,has joined Olympiakos permanently.,
240,u,0.0,0.0,has joined AC Milan permanently.,
282,u,0.0,0.0,has joined Portsmouth permanently.,
307,a,,,,
182,a,,,,
786,a,,,,
508,a,100.0,100.0,,
420,u,0.0,0.0,has joined Galatasaray permanently.,
621,u,0.0,0.0,has joined Sparta Prague permanently.,
647,u,0.0,0.0,Has joined Real Sociedad permanently.,
662,a,100.0,100.0,,
204,u,0.0,0.0,has joined Kocaelispor  permanently.,
77,a,,,,
792,a,100.0,100.0,,
167,a,100.0,100.0,,
227,d,25.0,0.0,Lack of match fitness - 25% chance of playing,
229,a,100.0,100.0,,
234,u,0.0,0.0,has joined Strasbourg on loan for the rest of the season.,
235,a,100.0,100.0,,
236,a,100.0,100.0,,
29,u,0.0,0.0,has joined Hamburger permanently.,
259,a,100.0,100.0,,
261,a,100.0,100.0,,
262,a,100.0,100.0,,
263,a,100.0,100.0,,
664,a,,,,
348,d,25.0,0.0,Ankle injury - 25% chance of playing,
428,a,100.0,100.0,,
195,a,100.0,100.0,,
196,u,0.0,0.0,has joined Sparta Rotterdam on loan for the rest of the season.,
197,u,0.0,0.0,has joined Sparta Prague on loan for the rest of the season.,
198,a,100.0,100.0,,
265,a,100.0,100.0,,
684,a,,,,
199,a,100.0,100.0,,
395,u,0.0,0.0,Has joined Lyon permanently.,
625,u,0.0,0.0,has joined AC Milan on loan for the rest of the season.,
21,a,100.0,100.0,,
22,i,0.0,0.0,Foot injury - Unknown return date,
43,u,0.0,0.0,Has joined Girona permanently.,
331,a,100.0,100.0,,
616,u,0.0,0.0,Has joined Fenerbahçe on loan for the rest of the season.,
617,u,0.0,0.0,has joined Genoa on loan for the rest of the season.,
618,u,0.0,0.0,has joined Valencia on loan for the rest of the season.,
206,a,100.0,100.0,,
207,d,25.0,0.0,Hamstring injury - 25% chance of playing,
208,u,0.0,0.0,has joined Paris FC on loan for the rest of the season.,
665,a,100.0,100.0,,
269,u,0.0,0.0,has joined Coventry City on loan for the rest of the season.,
270,a,100.0,100.0,,
271,a,100.0,100.0,,
272,a,100.0,100.0,,
275,u,0.0,0.0,has joined AJ Auxerre permanently.,
276,a,100.0,100.0,,
277,u,0.0,0.0,Has joined Blackpool permanently.,
407,a,100.0,100.0,,
766,a,,,,
15,a,,,,
409,d,75.0,75.0,Calf injury - 75% chance of playing,
33,a,100.0,100.0,,
