id,status,chance_of_playing_next_round,chance_of_playing_this_round,news,news_added
22,i,0.0,0.0,Foot injury - Unknown return date,
23,u,0.0,0.0,has joined Hamburger on loan for the rest of the season.,
24,a,100.0,100.0,,
25,u,0.0,0.0,has joined Marseille on loan for the rest of the season.,
26,a,100.0,100.0,,
28,u,0.0,0.0,has joined Shrewsbury Town on loan for the rest of the season.,
29,u,0.0,0.0,has joined Hamburger permanently.,
30,d,75.0,100.0,Muscle injury - 75% chance of playing,
31,a,100.0,100.0,,
266,a,,,,
666,a,100.0,100.0,,
700,i,0.0,0.0,Ankle injury - Unknown return date,
34,u,0.0,0.0,Has joined Port Vale on loan for the rest of the season.,
36,a,100.0,100.0,,
37,a,100.0,100.0,,
711,a,,,,
38,a,100.0,100.0,,
39,a,,,,
40,a,100.0,100.0,,
44,a,100.0,100.0,,
45,u,0.0,0.0,has joined Rotherham on loan for the rest of the season.,
46,u,0.0,0.0,has joined Anderlecht on loan for the rest of the season.,
47,a,100.0,100.0,,
48,i,0.0,0.0,Ankle injury - Expected back 11 Apr,
50,a,100.0,100.0,,
53,u,0.0,0.0,has joined Roma on loan for the rest of the season.,
54,i,0.0,0.0,Knee injury - Expected back 21 Mar,
55,a,100.0,100.0,,
56,u,0.0,0.0,Season-long loan to Benfica,
63,u,0.0,0.0,has joined Reading on loan for the rest of the season.,
64,a,100.0,100.0,,
65,u,0.0,0.0,has joined Huddersfield Town on loan for the rest of the season.,
389,i,0.0,100.0,Knock - Unknown return date,
456,a,100.0,100.0,,
688,a,,,,
702,a,,,,
703,a,,,,
710,a,,,,
719,a,100.0,100.0,,
185,a,,,,
186,i,0.0,0.0,Achilles injury - Unknown return date,
196,u,0.0,0.0,has joined Sparta Rotterdam on loan for the rest of the season.,
197,u,0.0,0.0,has joined Sparta Prague on loan for the rest of the season.,
198,i,0.0,25.0,Achilles injury - Expected back 14 Mar,
206,a,,,,
211,u,0.0,0.0,has joined Leicester City on loan for the rest of the season.,
212,u,0.0,0.0,Has joined Cercle Brugge on loan for the rest of the season.,
218,a,,,,
219,u,0.0,0.0,has joined Blackpool on loan for the rest of the season.,
470,a,100.0,100.0,,
614,a,100.0,100.0,,
676,a,100.0,100.0,,
680,i,0.0,100.0,Knock - Expected back 14 Mar,
66,u,0.0,0.0,Has joined Botafogo permanently.,
67,a,,,,
68,u,0.0,0.0,has joined Leyton Orient on loan for the rest of the season.,
69,a,,,,
70,u,0.0,0.0,Has joined Lechia Gdansk on loan for the rest of the season.,
71,u,0.0,0.0,Has joined Paris Saint-Germain permanently.,
72,a,100.0,100.0,,
73,a,100.0,100.0,,
74,a,,,,
77,a,,,,
78,u,0.0,0.0,has joined Celtic on loan for the rest of the season.,
79,u,0.0,0.0,has joined West Bromwich Albion permanently.,
81,i,0.0,0.0,Knee injury - Expected back 09 May,
95,u,0.0,0.0,has joined Olympiakos permanently.,
96,u,0.0,0.0,has joined Barnet on loan for the rest of the season.,
97,a,100.0,100.0,,
98,a,100.0,100.0,,
100,a,,,,
391,i,0.0,0.0,Hamstring injury - Unknown return date,
721,a,100.0,100.0,,
106,a,,,,
107,a,,,,
108,a,100.0,100.0,,
109,a,,,,
110,a,,,,
111,a,100.0,100.0,,
113,a,100.0,100.0,,
114,u,0.0,0.0,has joined Celtic on loan for the rest of the season.,
120,a,100.0,0.0,,
121,a,100.0,100.0,,
123,i,0.0,0.0,Knee injury - Expected back 01 Jun,
124,a,100.0,100.0,,
125,a,100.0,100.0,,
131,u,0.0,0.0,has joined Oxford United on loan for the rest of the season.,
132,u,0.0,0.0,has joined Norwich City permanently.,
133,u,0.0,0.0,has joined Oxford United permanently.,
