id,status,chance_of_playing_next_round,chance_of_playing_this_round,news,news_added
15,a,,,,
20,a,100.0,100.0,,
6,a,100.0,100.0,,
26,a,100.0,100.0,,
699,a,100.0,100.0,,
188,u,0.0,0.0,has joined Lugano permanently.,
189,u,0.0,0.0,Has joined Stockport County on loan for the rest of the season.,
197,u,0.0,0.0,has joined Sparta Prague on loan for the rest of the season.,
198,i,0.0,0.0,Achilles injury - Expected back 14 Mar,
199,a,100.0,100.0,,
211,u,0.0,0.0,has joined Leicester City on loan for the rest of the season.,
744,a,,,,
807,a,,,,
2,a,,,,
3,u,0.0,0.0,Has joined Werder Bremen on loan for the rest of the season.,
4,a,,,,
5,a,100.0,100.0,,
148,a,,,,
149,a,100.0,100.0,,
175,u,0.0,0.0,has joined Stevenage permanently.,
223,a,,,,
224,i,0.0,0.0,Hamstring injury - Unknown return date,
225,a,100.0,100.0,,
226,a,100.0,100.0,,
227,i,0.0,0.0,Anterior cruciate ligament - Unknown return date,
793,a,,,,
760,a,,,,
712,a,100.0,100.0,,
723,a,100.0,100.0,,
732,a,,,,
786,a,,,,
368,a,,,,
539,a,100.0,100.0,,
421,a,100.0,100.0,,
422,i,0.0,0.0,Ankle injury - Unknown return date,
575,a,100.0,100.0,,
448,a,,,,
450,a,100.0,100.0,,
451,u,0.0,0.0,Has joined Barcelona on loan for the rest of the season,
452,a,100.0,100.0,,
811,a,,,,
771,a,,,,
788,a,,,,
498,u,0.0,0.0,has joined Bradford City on loan for the rest of the season.,
500,a,100.0,100.0,,
714,a,,,,
766,a,,,,
767,a,,,,
682,a,,,,
695,a,,,,
1,a,,,,
7,a,100.0,100.0,,
40,a,100.0,100.0,,
41,a,100.0,100.0,,
42,a,100.0,100.0,,
51,u,0.0,0.0,has joined Pisa on loan for the rest of the season.,
54,i,0.0,0.0,Knee injury - Expected back 21 Mar,
218,a,,,,
219,u,0.0,0.0,has joined Blackpool on loan for the rest of the season.,
470,a,100.0,100.0,,
71,u,0.0,0.0,Has joined Paris Saint-Germain permanently.,
152,a,100.0,100.0,,
153,i,0.0,0.0,Knee injury - Unknown return date,
154,u,0.0,0.0,has joined Blackburn Rovers on loan for the rest of the season.,
155,u,0.0,0.0,has joined Harrogate Town on loan until January.,
157,a,100.0,100.0,,
761,a,,,,
783,a,,,,
231,a,100.0,100.0,,
232,a,100.0,100.0,,
658,a,,,,
241,a,100.0,100.0,,
244,a,100.0,50.0,,
245,s,0.0,0.0,Suspended - unknown return date,
249,a,,,,
250,a,100.0,100.0,,
251,u,0.0,0.0,has joined Bayern Munich on loan for the rest of the season.,
252,a,100.0,100.0,,
273,a,100.0,100.0,,
24,a,100.0,100.0,,
662,a,100.0,100.0,,
666,a,100.0,100.0,,
279,u,0.0,0.0,Has joined CR Vasco da Gama on loan for the rest of the season.,
280,u,0.0,0.0,Has joined Derby County on loan for the rest of the season.,
456,a,100.0,100.0,,
688,a,,,,
185,a,,,,
186,i,0.0,0.0,Achilles injury - Unknown return date,
187,a,100.0,100.0,,
190,a,,,,
191,a,100.0,100.0,,
323,a,,,,
205,i,0.0,0.0,Knee injury - Expected back 30 Sep,
121,a,100.0,100.0,,
501,a,,,,
511,a,,,,
512,u,0.0,0.0,has joined Rio Ave on loan for the rest of the season.,
513,a,,,,
228,a,100.0,100.0,,
229,a,100.0,100.0,,
514,i,0.0,0.0,Knee injury - Unknown return date,
743,a,,,,
696,u,0.0,0.0,has joined Eintracht Frankfurt on loan for the rest of the season.,
272,i,0.0,0.0,Hamstring injury - Expected back 14 Mar,
545,u,0.0,0.0,has joined Birmingham City permanently.,
286,a,,,,
580,a,,,,
690,a,100.0,100.0,,
773,a,,,,
780,a,,,,
294,a,100.0,100.0,,
735,a,100.0,0.0,,
311,a,,,,
312,u,0.0,0.0,has joined Rangers permanently.,
582,i,0.0,0.0,Thigh injury - Expected back 11 Apr,
583,i,0.0,0.0,Knee injury - Unknown return date,
818,a,,,,
353,a,100.0,100.0,,
354,a,100.0,100.0,,
355,u,0.0,0.0,has joined Pogon Szczecin permanently.,
663,u,0.0,0.0,has joined Palmeiras permanently.,
817,a,,,,
655,u,0.0,0.0,has joined Borussia Dortmund permanently.,
656,u,0.0,0.0,has joined LASK on loan for the rest of the season.,
60,u,0.0,0.0,has joined Falkirk on loan for the rest of the season.,
65,u,0.0,0.0,has joined Huddersfield Town on loan for the rest of the season.,
756,a,,,,
136,a,100.0,100.0,,
797,a,,,,
141,u,0.0,0.0,Has joined Coventry City on loan for the rest of the season.,
142,u,0.0,0.0,Has joined Union SG permanently,
143,a,,,,
12,u,0.0,0.0,has joined Ajax permanently.,
400,a,,,,
144,u,0.0,0.0,has joined Paris FC on loan for the rest of the season.,
145,a,100.0,100.0,,
146,a,100.0,100.0,,
147,u,0.0,0.0,Has joined AC Milan permanently,
164,a,100.0,100.0,,
165,u,0.0,0.0,has joined Lens permanently.,
281,a,,,,
762,a,,,,
798,u,0.0,0.0,has joined West Brom on loan for the rest of the season.,
288,d,75.0,,Hand injury - 75% chance of playing,
289,u,0.0,0.0,has joined Cardiff City permanently.,
578,u,0.0,0.0,has joined Hamburger SV on loan for the rest of the season.,
579,u,0.0,0.0,has joined Los Angeles FC permanently.,
660,a,100.0,100.0,,
665,a,100.0,100.0,,
706,a,,,,
741,u,0.0,0.0,has joined Rotherham United on loan for the rest of the season.,
802,a,,,,
815,a,,,,
371,a,,,,
373,a,,,,
374,a,100.0,100.0,,
375,i,0.0,0.0,Knee injury - Expected back 01 Jun,
334,u,0.0,0.0,Has joined Oxford United on loan for the rest of the season.,
335,a,100.0,100.0,,
336,a,,,,
337,a,100.0,100.0,,
338,a,100.0,100.0,,
424,a,100.0,100.0,,
61,u,0.0,0.0,Has joined Real Oviedo permanently.,
62,u,0.0,0.0,has joined West Brom on loan for the rest of the season.,
63,u,0.0,0.0,has joined Reading on loan for the rest of the season.,
64,a,100.0,100.0,,
781,a,,,,
473,a,100.0,100.0,,
184,u,0.0,0.0,has joined FC Fredericia permanently.,
192,a,,,,
193,a,100.0,100.0,,
202,a,100.0,100.0,,
203,a,,,,
204,u,0.0,0.0,has joined Kocaelispor  permanently.,
206,a,,,,
765,a,,,,
722,a,,,,
776,a,,,,
784,a,,,,
66,u,0.0,0.0,Has joined Botafogo permanently.,
67,a,,,,
69,a,,,,
70,u,0.0,0.0,Has joined Lechia Gdansk on loan for the rest of the season.,
772,a,,,,
426,a,,,,
502,i,0.0,0.0,Groin Injury - Expected back 04 Mar,
509,u,0.0,0.0,has joined Real Oviedo on loan for the rest of the season.,
510,a,,,,
86,a,100.0,100.0,,
87,a,100.0,100.0,,
88,d,25.0,100.0,Hamstring injury - 25% chance of playing,
97,a,100.0,100.0,,
98,a,100.0,100.0,,
99,u,0.0,0.0,has joined HNK Rijeka permanently.,
515,a,100.0,100.0,,
782,a,,,,
799,a,,,,
801,a,,,,
529,a,,,,
169,a,100.0,100.0,,
567,a,,,,
568,a,100.0,0.0,,
789,a,,,,
612,u,0.0,0.0,has joined Flamengo permanently.,
624,a,,,,
625,u,0.0,0.0,has joined AC Milan on loan for the rest of the season.,
626,u,0.0,0.0,has joined VfL Bochum 1848 on loan for the rest of the season.,
671,a,,,,
268,i,0.0,0.0,Knee injury - Unknown return date,
269,u,0.0,0.0,has joined Coventry City on loan for the rest of the season.,
718,a,,,,
645,u,0.0,0.0,has joined Celta Vigo on loan for the rest of the season.,
646,a,100.0,100.0,,
13,a,,,,
55,a,100.0,100.0,,
56,u,0.0,0.0,Season-long loan to Benfica,
737,a,,,,
49,a,100.0,100.0,,
50,a,100.0,100.0,,
770,a,,,,
168,a,100.0,100.0,,
356,a,,,,
57,u,0.0,0.0,Has joined Preston North End on loan for the rest of the season.,
349,u,0.0,0.0,has joined Werder Bremen on loan for the rest of the season.,
58,i,0.0,0.0,Knee injury - Expected back 01 Jun,
59,a,100.0,100.0,,
389,i,0.0,0.0,Knock - Unknown return date,
362,a,100.0,100.0,,
363,u,0.0,0.0,has departed the club as a free agent.,
364,u,0.0,0.0,Has joined RCD Mallorca on loan for the rest of the season.,
217,a,100.0,100.0,,
614,a,100.0,100.0,,
676,a,100.0,100.0,,
381,a,100.0,100.0,,
382,d,75.0,100.0,Back injury - 75% chance of playing,
96,u,0.0,0.0,has joined Barnet on loan for the rest of the season.,
100,a,,,,
160,a,100.0,100.0,,
161,u,0.0,0.0,has joined Strasbourg permanently.,
166,d,75.0,0.0,Shoulder injury - 75% chance of playing,
177,u,0.0,0.0,Has joined Los Angeles FC on loan for the rest of the season.,
178,a,100.0,100.0,,
179,u,0.0,0.0,Has joined AS Roma on loan for the rest of the season,
180,i,0.0,0.0,Knee injury - Expected back 01 Jun,
181,a,,,,
795,a,,,,
220,a,100.0,100.0,,
284,i,0.0,0.0,Hamstring injury - Expected back 11 Apr,
285,u,0.0,0.0,has joined RC Lens permanently.,
654,a,100.0,100.0,,
366,a,100.0,100.0,,
367,a,,,,
369,a,,,,
376,a,100.0,100.0,,
377,u,0.0,0.0,has joined AS Roma on loan for the rest of the season.,
82,a,100.0,100.0,,
260,a,100.0,100.0,,
399,u,0.0,0.0,has joined Fenerbache permanently.,
401,a,100.0,100.0,,
408,a,100.0,100.0,,
409,a,100.0,100.0,,
410,a,100.0,100.0,,
411,a,100.0,100.0,,
750,a,,,,
751,u,0.0,0.0,has joined Bristol Rovers on loan for the rest of the season.,
437,d,50.0,100.0,Calf injury - 50% chance of playing,
438,a,100.0,100.0,,
439,a,,,,
372,a,,,,
440,a,100.0,100.0,,
441,i,0.0,0.0,Hamstring injury - Unknown return date,
443,a,,,,
53,u,0.0,0.0,has joined Roma on loan for the rest of the season.,
517,a,,,,
518,u,0.0,0.0,has joined Besiktas on loan for the rest of the season.,
519,a,100.0,100.0,,
768,a,,,,
792,a,100.0,0.0,,
808,a,,,,
183,a,,,,
194,i,0.0,0.0,Hamstring injury - Unknown return date,
195,a,100.0,100.0,,
200,a,100.0,100.0,,
201,u,0.0,0.0,has joined Maccabi Haifa permanently.,
207,a,100.0,100.0,,
