id,status,chance_of_playing_next_round,chance_of_playing_this_round,news,news_added
759,a,,,,
39,a,,,,
56,u,0.0,0.0,Season-long loan to Benfica,
192,a,,,,
786,a,,,,
92,u,0.0,0.0,has joined Auxerre permanently.,
288,a,100.0,100.0,,
298,a,,,,
223,a,,,,
743,a,,,,
379,a,,,,
143,a,,,,
477,a,100.0,100.0,,
803,a,,,,
258,a,,,,
272,a,100.0,100.0,,
357,u,0.0,0.0,has joined Valencia on loan for the rest of the season.,
574,a,100.0,100.0,,
576,u,0.0,0.0,Has joined Stoke City on loan for the rest of the season.,
326,a,100.0,100.0,,
186,i,0.0,0.0,Achilles injury - Unknown return date,
189,u,0.0,0.0,Has joined Stockport County on loan for the rest of the season.,
190,a,,,,
776,a,,,,
67,a,,,,
70,u,0.0,0.0,Has joined Lechia Gdansk on loan for the rest of the season.,
797,a,,,,
174,u,0.0,0.0,Has joined Swansea City on loan for the rest of the season.,
177,u,0.0,0.0,Has joined Los Angeles FC on loan for the rest of the season.,
244,a,100.0,100.0,,
334,u,0.0,0.0,Has joined Oxford United on loan for the rest of the season.,
335,a,100.0,100.0,,
285,u,0.0,0.0,has joined RC Lens permanently.,
773,a,,,,
410,a,100.0,100.0,,
411,a,100.0,100.0,,
412,u,0.0,0.0,Has joined Girona on loan for the rest of the season.,
413,a,100.0,100.0,,
369,a,,,,
537,u,0.0,0.0,has joined Wycombe Wanderers on loan for the rest of the season.,
538,u,0.0,0.0,has joined York City on loan for the rest of the season.,
392,i,0.0,0.0,Foot injury - Unknown return date,
564,u,0.0,0.0,has joined Arka on loan for the rest of the season.,
668,a,100.0,100.0,,
670,d,75.0,75.0,Hamstring injury - 75% chance of playing,
678,u,0.0,0.0,has joined RC Lens on loan for the rest of the season.,
781,a,,,,
216,d,25.0,0.0,Lack of match fitness - 25% chance of playing,
425,u,0.0,0.0,has joined Girona on loan for the rest of the season.,
577,u,0.0,0.0,has joined Borussia Mönchengladbach on loan for the rest of the season.,
579,u,0.0,0.0,has joined Los Angeles FC permanently.,
582,d,50.0,0.0,Thigh injury - 50% chance of playing,
