id,status,chance_of_playing_next_round,chance_of_playing_this_round,news,news_added
8,i,0.0,0.0,Ankle injury - Unknown return date,
703,a,,,,
197,u,0.0,0.0,has joined Sparta Prague on loan for the rest of the season.,
198,a,100.0,100.0,,
209,a,100.0,100.0,,
218,a,,,,
80,a,100.0,100.0,,
824,a,,,,
91,u,0.0,0.0,has joined Cruzeiro on loan for the rest of the season.,
97,a,100.0,100.0,,
98,a,100.0,100.0,,
756,a,,,,
130,a,,,,
826,a,,,,
803,a,,,,
770,a,,,,
353,a,100.0,100.0,,
787,a,,,,
557,a,,,,
645,u,0.0,0.0,has joined Celta Vigo on loan for the rest of the season.,
646,a,100.0,100.0,,
451,u,0.0,0.0,Has joined Barcelona on loan for the rest of the season,
1,a,,,,
21,a,100.0,100.0,,
92,u,0.0,0.0,has joined Auxerre permanently.,
713,a,,,,
562,a,,,,
149,a,100.0,100.0,,
163,a,100.0,100.0,,
761,a,,,,
256,a,100.0,100.0,,
312,u,0.0,0.0,has joined Rangers permanently.,
313,u,0.0,0.0,has joined Port Vale on loan for the rest of the season.,
419,i,0.0,0.0,Foot injury - Expected back 01 Jun,
327,u,0.0,0.0,has joined Palmeiras permanently.,
13,a,,,,
56,u,0.0,0.0,Season-long loan to Benfica,
407,a,100.0,100.0,,
710,a,,,,
719,a,100.0,100.0,,
763,a,,,,
191,a,100.0,100.0,,
447,a,100.0,100.0,,
776,a,,,,
497,a,100.0,100.0,,
753,a,,,,
563,u,0.0,0.0,has joined Moreirense on loan for the rest of the season.,
124,d,50.0,0.0,Knock - 50% chance of playing,
142,u,0.0,0.0,Has joined Union SG permanently,
570,a,100.0,100.0,,
220,a,100.0,100.0,,
611,u,0.0,0.0,has joined Leyton Orient on loan for the rest of the season.,
815,a,,,,
758,a,,,,
785,a,100.0,100.0,,
2,a,,,,
3,u,0.0,0.0,Has joined Werder Bremen on loan for the rest of the season.,
5,a,100.0,100.0,,
6,a,100.0,100.0,,
15,a,,,,
199,a,100.0,100.0,,
94,u,0.0,0.0,has joined Novi Pazar on loan for the rest of the season.,
110,a,100.0,100.0,,
115,u,0.0,0.0,has joined Dender on loan for the rest of the season.,
819,a,,,,
133,u,0.0,0.0,has joined Oxford United permanently.,
134,u,0.0,0.0,Has joined Wigan on loan for the rest of the season,
170,d,25.0,25.0,Knock - 25% chance of playing,
744,a,,,,
783,a,,,,
295,a,100.0,100.0,,
630,a,,,,
667,a,100.0,100.0,,
779,a,,,,
483,a,,,,
477,i,0.0,0.0,Thigh injury - Unknown return date,
480,u,0.0,0.0,has joined Leicester City permanently.,
539,a,100.0,100.0,,
374,a,100.0,100.0,,
379,a,,,,
380,a,,,,
790,a,,,,
796,a,100.0,100.0,,
804,a,,,,
811,a,,,,
653,u,0.0,0.0,Signed by CD Tondela,
655,u,0.0,0.0,has joined Borussia Dortmund permanently.,
695,a,,,,
49,a,100.0,100.0,,
266,a,100.0,100.0,,
662,a,100.0,100.0,,
32,a,100.0,100.0,,
33,a,100.0,100.0,,
711,a,,,,
57,u,0.0,0.0,Has joined Preston North End on loan for the rest of the season.,
185,a,,,,
87,a,100.0,100.0,,
88,d,50.0,25.0,Lack of match fitness - 50% chance of playing,
89,u,0.0,0.0,has joined Midtjylland permanently.,
685,a,100.0,100.0,,
806,a,,,,
807,a,,,,
27,a,100.0,100.0,,
111,a,100.0,100.0,,
112,u,0.0,0.0,Has joined Southampton permanently.,
141,u,0.0,0.0,Has joined Coventry City on loan for the rest of the season.,
143,a,,,,
144,u,0.0,0.0,has joined Paris FC on loan for the rest of the season.,
150,u,0.0,0.0,has joined Fiorentina permanently.,
127,u,0.0,0.0,has joined Swansea City on loan for the rest of the season.,
810,a,,,,
151,a,100.0,100.0,,
152,a,100.0,100.0,,
273,a,100.0,100.0,,
274,a,,,,
275,u,0.0,0.0,has joined AJ Auxerre permanently.,
276,a,100.0,100.0,,
277,u,0.0,0.0,Has joined Blackpool permanently.,
283,a,100.0,100.0,,
284,i,0.0,0.0,Hamstring injury - Expected back 01 Jun,
285,u,0.0,0.0,has joined RC Lens permanently.,
728,a,100.0,100.0,,
677,i,0.0,0.0,Knee injury - Expected back 10 May,
690,a,100.0,100.0,,
712,a,100.0,100.0,,
325,a,100.0,100.0,,
369,a,,,,
370,a,100.0,100.0,,
371,a,,,,
182,a,,,,
260,a,100.0,100.0,,
664,a,,,,
388,a,100.0,100.0,,
390,a,100.0,100.0,,
392,i,0.0,0.0,Foot injury - Expected back 24 May,
393,i,0.0,0.0,Hamstring injury - Unknown return date,
404,u,0.0,0.0,has joined Inter Milan on loan for the rest of the season.,
405,a,,,,
509,u,0.0,0.0,has joined Real Oviedo on loan for the rest of the season.,
406,a,100.0,100.0,,
428,a,100.0,100.0,,
510,d,75.0,100.0,Shoulder injury - 75% chance of playing,
511,a,,,,
512,u,0.0,0.0,has joined Rio Ave on loan for the rest of the season.,
739,u,0.0,0.0,has joined Leicester City on loan for the rest of the season.,
740,u,0.0,0.0,has joined Watford on loan for the rest of the season.,
742,a,,,,
696,u,0.0,0.0,has joined Eintracht Frankfurt on loan for the rest of the season.,
434,a,,,,
435,a,,,,
436,i,0.0,0.0,Back injury - Unknown return date,
734,a,100.0,100.0,,
528,u,0.0,0.0,has joined Millwall on loan for the rest of the season.,
532,a,,,,
533,u,0.0,0.0,has joined Portsmouth on loan for the rest of the season.,
534,u,0.0,0.0,has joined Barrow FC permanently.,
443,d,75.0,100.0,Knock - 75% chance of playing,
444,a,100.0,75.0,,
461,a,,,,
535,a,100.0,100.0,,
536,u,0.0,0.0,has joined Sheffield United on loan for the rest of the season.,
537,u,0.0,0.0,has joined Wycombe Wanderers on loan for the rest of the season.,
486,a,100.0,100.0,,
487,a,,,,
724,a,,,,
730,a,100.0,100.0,,
735,d,50.0,0.0,Lack of match fitness - 50% chance of playing,
775,u,0.0,0.0,has joined Exeter City on loan for the rest of the season.,
800,d,75.0,25.0,Lack of match fitness - 75% chance of playing,
812,a,,,,
500,a,100.0,100.0,,
501,a,,,,
674,a,,,,
684,a,,,,
520,u,0.0,0.0,Has joined Wrexham permanently.,
585,a,100.0,100.0,,
586,a,100.0,100.0,,
589,u,0.0,0.0,has joined Fiorentina on loan for the rest of the season.,
805,a,,,,
814,a,,,,
745,a,,,,
554,a,,,,
549,u,0.0,0.0,has joined Ipswich Town on loan for the rest of the season.,
551,a,,,,
552,a,100.0,100.0,,
774,a,,,,
643,a,100.0,100.0,,
828,a,,,,
656,u,0.0,0.0,has joined LASK on loan for the rest of the season.,
657,a,100.0,100.0,,
31,a,100.0,100.0,,
666,a,100.0,100.0,,
700,a,100.0,100.0,,
34,u,0.0,0.0,Has joined Port Vale on loan for the rest of the season.,
35,u,0.0,0.0,Has joined Stevenage permanently.,
676,a,100.0,100.0,,
680,a,100.0,100.0,,
73,a,100.0,100.0,,
74,a,,,,
75,a,100.0,100.0,,
84,a,100.0,100.0,,
85,a,100.0,100.0,,
86,a,100.0,100.0,,
90,a,100.0,100.0,,
93,u,0.0,0.0,has joined Marseille on loan for the rest of the season.,
95,u,0.0,0.0,has joined Olympiakos permanently.,
24,a,100.0,100.0,,
25,u,0.0,0.0,has joined Marseille on loan for the rest of the season.,
26,a,100.0,100.0,,
28,u,0.0,0.0,has joined Shrewsbury Town on loan for the rest of the season.,
725,a,100.0,100.0,,
759,a,,,,
138,a,,,,
754,a,,,,
757,a,,,,
768,a,,,,
781,a,,,,
792,a,100.0,100.0,,
67,a,,,,
68,u,0.0,0.0,has joined Leyton Orient on loan for the rest of the season.,
780,a,,,,
793,a,,,,
798,u,0.0,0.0,has joined West Brom on loan for the rest of the season.,
76,a,,,,
77,a,,,,
78,u,0.0,0.0,has joined Celtic on loan for the rest of the season.,
79,u,0.0,0.0,has joined West Bromwich Albion permanently.,
81,i,0.0,0.0,Knee injury - Expected back 09 May,
102,a,,,,
103,u,0.0,0.0,has joined Shrewsbury Town on loan for the rest of the season.,
104,a,,,,
324,i,0.0,0.0,Hamstring injury - Unknown return date,
328,i,0.0,100.0,Muscle injury - Expected back 17 May,
329,a,100.0,100.0,,
113,a,100.0,100.0,,
114,u,0.0,0.0,has joined Celtic on loan for the rest of the season.,
156,a,,,,
398,i,0.0,0.0,Hamstring injury - Unknown return date,
499,a,100.0,100.0,,
661,i,0.0,0.0,Achilles injury - Expected back 01 Jul,
399,u,0.0,0.0,has joined Fenerbache permanently.,
227,d,25.0,25.0,Lack of match fitness - 25% chance of playing,
228,a,100.0,100.0,,
448,a,,,,
449,a,100.0,100.0,,
654,a,100.0,100.0,,
732,a,,,,
523,a,100.0,100.0,,
675,a,100.0,100.0,,
290,i,0.0,0.0,Hamstring injury - Expected back 01 Jun,
291,a,100.0,100.0,,
300,a,,,,
301,a,100.0,100.0,,
302,a,100.0,100.0,,
303,a,,,,
310,a,,,,
311,d,75.0,0.0,Head injury - 75% chance of playing,
560,a,100.0,100.0,,
561,a,,,,
