id,status,chance_of_playing_next_round,chance_of_playing_this_round,news,news_added
18,a,100.0,100.0,,
711,a,,,,
688,a,,,,
192,a,,,,
133,u,0.0,0.0,has joined Oxford United permanently.,
231,a,100.0,100.0,,
244,a,100.0,100.0,,
744,a,,,,
223,a,,,,
240,u,0.0,0.0,has joined AC Milan permanently.,
281,a,,,,
320,a,,,,
786,a,,,,
670,a,100.0,100.0,,
421,d,75.0,75.0,Groin Injury - 75% chance of playing,
422,a,100.0,100.0,,
708,a,100.0,100.0,,
747,a,,,,
802,a,,,,
61,u,0.0,0.0,Has joined Real Oviedo permanently.,
699,a,100.0,100.0,,
701,u,0.0,0.0,has joined Annecy on loan for the rest of the season.,
702,a,,,,
792,a,100.0,100.0,,
69,a,,,,
75,a,100.0,100.0,,
90,a,100.0,100.0,,
13,a,,,,
101,a,100.0,100.0,,
44,a,100.0,100.0,,
137,u,0.0,0.0,has joined Shrewsbury on loan for the rest of the season.,
761,a,,,,
323,a,,,,
404,u,0.0,0.0,has joined Inter Milan on loan for the rest of the season.,
753,a,,,,
669,d,50.0,75.0,Knock - 50% chance of playing,
675,a,100.0,100.0,,
693,a,,,,
332,a,100.0,100.0,,
333,u,0.0,0.0,has joined Strasbourg permanently.,
334,u,0.0,0.0,Has joined Oxford United on loan for the rest of the season.,
168,a,100.0,100.0,,
339,a,,,,
340,a,,,,
530,u,0.0,0.0,has joined US Boulogne CO permanently.,
282,u,0.0,0.0,has joined Portsmouth permanently.,
283,a,100.0,100.0,,
285,u,0.0,0.0,has joined RC Lens permanently.,
386,a,100.0,100.0,,
387,a,100.0,100.0,,
616,u,0.0,0.0,Has joined Fenerbahçe on loan for the rest of the season.,
617,u,0.0,0.0,has joined Genoa on loan for the rest of the season.,
20,a,100.0,100.0,,
23,u,0.0,0.0,has joined Hamburger on loan for the rest of the season.,
55,a,100.0,100.0,,
57,u,0.0,0.0,Has joined Preston North End on loan for the rest of the season.,
111,a,100.0,100.0,,
165,u,0.0,0.0,has joined Lens permanently.,
795,a,,,,
253,a,,,,
254,a,100.0,100.0,,
255,a,,,,
277,u,0.0,0.0,Has joined Blackpool permanently.,
278,u,0.0,0.0,has joined Stoke City on loan for the rest of the season.,
284,i,0.0,0.0,Hamstring injury - Expected back 01 Jun,
723,a,100.0,100.0,,
15,a,,,,
243,a,100.0,100.0,,
287,a,,,,
31,a,100.0,100.0,,
299,a,100.0,100.0,,
779,a,,,,
77,a,,,,
85,a,100.0,100.0,,
113,a,100.0,100.0,,
114,u,0.0,0.0,has joined Celtic on loan for the rest of the season.,
562,a,,,,
576,u,0.0,0.0,Has joined Stoke City on loan for the rest of the season.,
639,u,0.0,0.0,On loan to FC Alverca,
651,a,,,,
653,u,0.0,0.0,Signed by CD Tondela,
655,u,0.0,0.0,has joined Borussia Dortmund permanently.,
703,a,,,,
312,u,0.0,0.0,has joined Rangers permanently.,
570,a,100.0,100.0,,
313,u,0.0,0.0,has joined Port Vale on loan for the rest of the season.,
381,d,25.0,0.0,Muscle injury - 25% chance of playing,
392,i,0.0,0.0,Foot injury - Expected back 24 May,
382,a,100.0,100.0,,
406,a,100.0,100.0,,
409,a,100.0,100.0,,
410,a,100.0,100.0,,
416,a,100.0,100.0,,
417,a,100.0,100.0,,
420,u,0.0,0.0,has joined Galatasaray permanently.,
423,a,100.0,100.0,,
682,a,,,,
695,a,,,,
10,a,,,,
11,a,100.0,100.0,,
92,u,0.0,0.0,has joined Auxerre permanently.,
558,u,0.0,0.0,has joined MK Dons permanently.,
626,u,0.0,0.0,has joined VfL Bochum 1848 on loan for the rest of the season.,
659,a,,,,
671,a,100.0,100.0,,
749,a,,,,
766,a,,,,
24,a,100.0,100.0,,
25,u,0.0,0.0,has joined Marseille on loan for the rest of the season.,
26,a,100.0,100.0,,
