id,status,chance_of_playing_next_round,chance_of_playing_this_round,news,news_added
2,a,,,,
34,u,0.0,0.0,Has joined Port Vale on loan for the rest of the season.,
61,u,0.0,0.0,Has joined Real Oviedo permanently.,
204,u,0.0,0.0,has joined Kocaelispor  permanently.,
216,i,0.0,0.0,Knee injury - Expected back 11 Apr,
784,a,,,,
803,a,,,,
789,a,,,,
665,a,100.0,100.0,,
788,a,,,,
365,a,100.0,100.0,,
487,a,,,,
650,u,0.0,0.0,has joined Barnsley on loan for the rest of the season.,
646,a,100.0,100.0,,
15,a,,,,
170,a,100.0,100.0,,
171,u,0.0,0.0,has joined Middlesbrough on loan for the rest of the season.,
179,u,0.0,0.0,Has joined AS Roma on loan for the rest of the season,
10,a,,,,
281,a,,,,
759,a,,,,
193,a,100.0,100.0,,
319,a,,,,
320,a,,,,
664,a,,,,
218,a,,,,
203,a,,,,
104,a,,,,
499,i,0.0,0.0,Ankle injury - Expected back 11 Apr,
441,i,0.0,0.0,Hamstring injury - Unknown return date,
153,i,0.0,0.0,Knee injury - Unknown return date,
89,u,0.0,0.0,has joined Midtjylland permanently.,
167,a,100.0,100.0,,
169,a,100.0,100.0,,
458,a,100.0,100.0,,
459,a,,,,
460,u,0.0,0.0,has joined Hull City on loan for the rest of the season.,
465,u,0.0,0.0,has joined Napoli on loan for the rest of the season.,
87,a,100.0,100.0,,
687,a,,,,
755,a,100.0,100.0,,
769,a,,,,
771,a,,,,
52,a,100.0,100.0,,
756,a,,,,
744,a,,,,
761,a,,,,
783,a,,,,
129,a,100.0,100.0,,
130,a,,,,
264,u,0.0,0.0,Has joined Colorado Rapids permanently.,
274,a,,,,
513,a,,,,
773,a,,,,
729,u,0.0,0.0,has joined Vasco de Gama on loan for the rest of the season.,
734,a,100.0,100.0,,
159,a,100.0,100.0,,
774,a,,,,
237,a,100.0,100.0,,
240,u,0.0,0.0,has joined AC Milan permanently.,
317,a,100.0,100.0,,
318,a,100.0,100.0,,
743,a,,,,
329,d,75.0,75.0,Ankle injury - 75% chance of playing,
572,a,100.0,100.0,,
573,a,100.0,75.0,,
745,a,,,,
283,a,100.0,0.0,,
362,a,100.0,100.0,,
751,u,0.0,0.0,has joined Bristol Rovers on loan for the rest of the season.,
790,a,,,,
386,a,100.0,100.0,,
791,a,,,,
302,a,100.0,100.0,,
815,a,,,,
627,a,,,,
628,d,75.0,,Ankle injury - 75% chance of playing,
629,a,100.0,100.0,,
635,a,100.0,100.0,,
709,a,100.0,100.0,,
46,u,0.0,0.0,has joined Anderlecht on loan for the rest of the season.,
47,a,100.0,100.0,,
48,i,0.0,0.0,Ankle injury - Expected back 11 Apr,
50,a,100.0,100.0,,
53,u,0.0,0.0,has joined Roma on loan for the rest of the season.,
59,a,100.0,100.0,,
60,u,0.0,0.0,has joined Falkirk on loan for the rest of the season.,
701,u,0.0,0.0,has joined Annecy on loan for the rest of the season.,
198,i,0.0,0.0,Achilles injury - Expected back 11 Apr,
199,a,100.0,100.0,,
115,u,0.0,0.0,has joined Dender on loan for the rest of the season.,
116,i,0.0,0.0,Hamstring injury - Expected back 11 Apr,
142,u,0.0,0.0,Has joined Union SG permanently,
712,a,100.0,100.0,,
723,a,100.0,100.0,,
732,a,,,,
762,a,,,,
780,a,,,,
793,a,,,,
135,a,100.0,100.0,,
469,a,100.0,100.0,,
576,u,0.0,0.0,Has joined Stoke City on loan for the rest of the season.,
753,a,,,,
765,a,,,,
426,a,,,,
603,a,100.0,100.0,,
604,u,0.0,0.0,has joined Marseille permanently.,
705,u,0.0,0.0,has joined Port Vale on loan for the rest of the season.,
707,a,,,,
728,a,100.0,100.0,,
779,a,,,,
314,a,,,,
315,u,0.0,0.0,has joined Feyenoord on loan for the rest of the season.,
316,a,100.0,100.0,,
321,a,,,,
337,a,100.0,100.0,,
338,a,100.0,100.0,,
727,a,100.0,100.0,,
731,i,0.0,0.0,Foot injury - Unknown return date,
341,a,,,,
342,a,100.0,100.0,,
343,a,100.0,100.0,,
534,u,0.0,0.0,has joined Barrow FC permanently.,
631,u,0.0,0.0,has joined Besiktas permanently.,
632,a,100.0,100.0,,
51,u,0.0,0.0,has joined Pisa on loan for the rest of the season.,
54,a,100.0,0.0,,
55,a,100.0,100.0,,
57,u,0.0,0.0,Has joined Preston North End on loan for the rest of the season.,
688,a,,,,
405,a,,,,
406,a,100.0,100.0,,
65,u,0.0,0.0,has joined Huddersfield Town on loan for the rest of the season.,
733,a,,,,
93,u,0.0,0.0,has joined Marseille on loan for the rest of the season.,
100,a,,,,
391,i,0.0,0.0,Hamstring injury - Expected back 20 Mar,
721,a,100.0,100.0,,
782,a,,,,
799,a,,,,
504,u,0.0,0.0,Has joined Lyon permanently.,
505,a,,,,
506,a,100.0,100.0,,
507,a,100.0,100.0,,
508,a,100.0,100.0,,
514,i,0.0,0.0,Knee injury - Unknown return date,
113,a,100.0,100.0,,
114,u,0.0,0.0,has joined Celtic on loan for the rest of the season.,
109,i,0.0,,Hamstring injury - Unknown return date,
110,a,100.0,100.0,,
8,a,100.0,100.0,,
124,a,100.0,100.0,,
160,a,100.0,100.0,,
700,a,100.0,100.0,,
711,a,,,,
154,u,0.0,0.0,has joined Blackburn Rovers on loan for the rest of the season.,
157,d,75.0,100.0,Ankle injury - 75% chance of playing,
158,a,100.0,100.0,,
757,a,,,,
453,a,,,,
672,a,100.0,100.0,,
776,a,,,,
243,a,,,,
287,a,,,,
288,a,100.0,100.0,,
289,u,0.0,0.0,has joined Cardiff City permanently.,
659,a,,,,
671,a,,,,
676,a,100.0,100.0,,
3,u,0.0,0.0,Has joined Werder Bremen on loan for the rest of the season.,
7,a,100.0,100.0,,
1,a,,,,
16,a,100.0,100.0,,
95,u,0.0,0.0,has joined Olympiakos permanently.,
125,i,0.0,0.0,Foot injury - Expected back 11 Apr,
180,i,0.0,0.0,Knee injury - Expected back 01 Jun,
126,a,,,,
127,u,0.0,0.0,has joined Swansea City on loan for the rest of the season.,
128,u,0.0,0.0,has joined Coventry City on loan for the rest of the season.,
131,u,0.0,0.0,has joined Oxford United on loan for the rest of the season.,
136,a,100.0,100.0,,
702,a,,,,
703,a,,,,
710,a,,,,
141,u,0.0,0.0,Has joined Coventry City on loan for the rest of the season.,
143,a,,,,
144,u,0.0,0.0,has joined Paris FC on loan for the rest of the season.,
256,d,75.0,100.0,Shoulder injury - 75% chance of playing,
257,a,100.0,0.0,,
740,u,0.0,0.0,has joined Watford on loan for the rest of the season.,
166,a,100.0,75.0,,
172,u,0.0,0.0,has joined Millwall on loan for the rest of the season.,
173,a,100.0,100.0,,
229,a,100.0,100.0,,
230,a,100.0,100.0,,
255,a,,,,
259,a,100.0,100.0,,
261,a,100.0,100.0,,
262,a,100.0,100.0,,
690,a,100.0,100.0,,
463,u,0.0,0.0,has joined Lausanne-Sport on loan for the rest of the season.,
464,u,0.0,0.0,has joined Leyton Orient on loan for the rest of the season.,
265,a,100.0,100.0,,
336,a,,,,
182,a,,,,
794,a,100.0,75.0,,
119,a,100.0,100.0,,
431,a,,,,
432,u,0.0,0.0,has joined Trabzonspor on loan for the rest of the season.,
436,i,0.0,0.0,Back injury - Unknown return date,
437,i,0.0,0.0,Calf injury - Expected back 20 Mar,
591,a,100.0,100.0,,
592,u,0.0,0.0,Has joined Rangers on loan for the rest of the season.,
451,u,0.0,0.0,Has joined Barcelona on loan for the rest of the season,
452,a,100.0,100.0,,
400,d,25.0,25.0,Calf injury - 25% chance of playing,
502,a,100.0,100.0,,
503,u,0.0,0.0,Has joined Palmeiras permanently.,
523,a,100.0,100.0,,
669,d,75.0,100.0,Knock - 75% chance of playing,
512,u,0.0,0.0,has joined Rio Ave on loan for the rest of the season.,
515,a,100.0,100.0,,
516,a,100.0,100.0,,
4,a,,,,
715,i,0.0,0.0,Knee injury - Expected back 01 Jun,
716,i,0.0,0.0,Knee injury - Unknown return date,
189,u,0.0,0.0,Has joined Stockport County on loan for the rest of the season.,
190,a,,,,
194,i,0.0,0.0,Hamstring injury - Unknown return date,
583,i,0.0,0.0,Knee injury - Unknown return date,
584,a,,,,
78,u,0.0,0.0,has joined Celtic on loan for the rest of the season.,
79,u,0.0,0.0,has joined West Bromwich Albion permanently.,
80,i,0.0,0.0,Hamstring injury - Expected back 01 Jun,
81,i,0.0,0.0,Knee injury - Expected back 09 May,
71,u,0.0,0.0,Has joined Paris Saint-Germain permanently.,
72,a,100.0,100.0,,
720,a,,,,
749,a,,,,
101,a,100.0,100.0,,
102,a,,,,
105,a,,,,
17,d,50.0,75.0,Knee injury - 50% chance of playing,
18,a,100.0,100.0,,
19,a,100.0,100.0,,
28,u,0.0,0.0,has joined Shrewsbury Town on loan for the rest of the season.,
208,u,0.0,0.0,has joined Paris FC on loan for the rest of the season.,
209,a,,,,
210,a,,,,
211,u,0.0,0.0,has joined Leicester City on loan for the rest of the season.,
212,u,0.0,0.0,Has joined Cercle Brugge on loan for the rest of the season.,
213,u,0.0,0.0,has joined Derby County on loan for the rest of the season.,
