id,status,chance_of_playing_next_round,chance_of_playing_this_round,news,news_added
29,u,0.0,0.0,has joined Hamburger permanently.,
725,a,100.0,100.0,,
87,a,100.0,100.0,,
114,u,0.0,0.0,has joined Celtic on loan for the rest of the season.,
240,u,0.0,0.0,has joined AC Milan permanently.,
798,u,0.0,0.0,has joined West Brom on loan for the rest of the season.,
280,u,0.0,0.0,Has joined Derby County on loan for the rest of the season.,
788,a,,,,
36,a,100.0,75.0,,
37,a,100.0,100.0,,
562,a,,,,
775,u,0.0,0.0,has joined Exeter City on loan for the rest of the season.,
785,a,100.0,100.0,,
759,a,,,,
35,u,0.0,0.0,Has joined Stevenage permanently.,
71,u,0.0,0.0,Has joined Paris Saint-Germain permanently.,
685,a,100.0,100.0,,
697,a,,,,
111,a,100.0,100.0,,
250,a,100.0,100.0,,
698,a,100.0,25.0,,
741,u,0.0,0.0,has joined Rotherham United on loan for the rest of the season.,
245,s,0.0,0.0,Suspended - unknown return date,
378,a,100.0,100.0,,
422,a,100.0,25.0,,
50,a,100.0,100.0,,
51,u,0.0,0.0,has joined Pisa on loan for the rest of the season.,
53,u,0.0,0.0,has joined Roma on loan for the rest of the season.,
54,a,100.0,100.0,,
660,a,100.0,100.0,,
665,a,100.0,100.0,,
691,a,100.0,75.0,,
554,a,,,,
406,a,100.0,100.0,,
574,a,100.0,25.0,,
625,u,0.0,0.0,has joined AC Milan on loan for the rest of the season.,
626,u,0.0,0.0,has joined VfL Bochum 1848 on loan for the rest of the season.,
659,a,,,,
671,a,,,,
752,a,,,,
758,a,,,,
791,a,,,,
802,a,,,,
1,a,,,,
4,a,,,,
5,a,100.0,100.0,,
6,a,100.0,100.0,,
7,a,100.0,100.0,,
8,a,100.0,100.0,,
9,u,0.0,0.0,has joined Porto on loan for the rest of the season.,
10,a,,,,
11,a,100.0,100.0,,
479,i,0.0,0.0,Knee injury - Unknown return date,
13,a,,,,
14,u,0.0,0.0,has joined Morecambe on loan for the rest of the season.,
15,a,,,,
16,a,100.0,100.0,,
17,d,75.0,50.0,Knee injury - 75% chance of playing,
18,a,100.0,100.0,,
19,a,100.0,100.0,,
20,a,100.0,75.0,,
23,u,0.0,0.0,has joined Hamburger on loan for the rest of the season.,
24,a,100.0,100.0,,
25,u,0.0,0.0,has joined Marseille on loan for the rest of the season.,
26,a,100.0,100.0,,
28,u,0.0,0.0,has joined Shrewsbury Town on loan for the rest of the season.,
30,a,100.0,100.0,,
31,a,100.0,100.0,,
266,a,,,,
662,a,100.0,100.0,,
666,a,100.0,100.0,,
700,a,100.0,100.0,,
711,a,,,,
32,a,100.0,100.0,,
33,a,100.0,100.0,,
38,a,100.0,100.0,,
39,a,,,,
40,a,100.0,100.0,,
41,a,100.0,100.0,,
42,a,100.0,100.0,,
44,a,100.0,100.0,,
45,u,0.0,0.0,has joined Rotherham on loan for the rest of the season.,
46,u,0.0,0.0,has joined Anderlecht on loan for the rest of the season.,
47,a,100.0,100.0,,
48,i,0.0,0.0,Ankle injury - Expected back 11 Apr,
49,a,100.0,100.0,,
55,a,100.0,100.0,,
56,u,0.0,0.0,Season-long loan to Benfica,
57,u,0.0,0.0,Has joined Preston North End on loan for the rest of the season.,
58,i,0.0,0.0,Knee injury - Expected back 01 Jun,
59,a,100.0,100.0,,
60,u,0.0,0.0,has joined Falkirk on loan for the rest of the season.,
61,u,0.0,0.0,Has joined Real Oviedo permanently.,
65,u,0.0,0.0,has joined Huddersfield Town on loan for the rest of the season.,
456,a,100.0,0.0,,
699,a,100.0,100.0,,
701,u,0.0,0.0,has joined Annecy on loan for the rest of the season.,
757,a,,,,
190,a,,,,
191,a,100.0,100.0,,
192,a,,,,
193,a,100.0,100.0,,
194,i,0.0,0.0,Hamstring injury - Unknown return date,
195,a,100.0,100.0,,
196,u,0.0,0.0,has joined Sparta Rotterdam on loan for the rest of the season.,
202,a,100.0,100.0,,
204,u,0.0,0.0,has joined Kocaelispor  permanently.,
205,i,0.0,0.0,Knee injury - Expected back 30 Sep,
206,a,100.0,75.0,,
207,a,100.0,100.0,,
208,u,0.0,0.0,has joined Paris FC on loan for the rest of the season.,
209,a,,,,
210,a,,,,
219,u,0.0,0.0,has joined Blackpool on loan for the rest of the season.,
814,a,,,,
676,a,100.0,100.0,,
680,a,100.0,75.0,,
722,a,,,,
70,u,0.0,0.0,Has joined Lechia Gdansk on loan for the rest of the season.,
72,a,100.0,100.0,,
73,a,100.0,100.0,,
74,a,,,,
75,a,100.0,100.0,,
76,a,,,,
79,u,0.0,0.0,has joined West Bromwich Albion permanently.,
80,i,0.0,0.0,Hamstring injury - Expected back 01 Jun,
81,i,0.0,0.0,Knee injury - Expected back 09 May,
84,a,100.0,100.0,,
85,i,0.0,100.0,Muscle injury - Expected back 11 Apr,
86,a,100.0,100.0,,
88,i,0.0,0.0,Hamstring injury - Expected back 11 Apr,
92,u,0.0,0.0,has joined Auxerre permanently.,
93,u,0.0,0.0,has joined Marseille on loan for the rest of the season.,
94,u,0.0,0.0,has joined Novi Pazar on loan for the rest of the season.,
95,u,0.0,0.0,has joined Olympiakos permanently.,
96,u,0.0,0.0,has joined Barnet on loan for the rest of the season.,
97,a,100.0,100.0,,
98,a,100.0,100.0,,
99,u,0.0,0.0,has joined HNK Rijeka permanently.,
100,a,,,,
391,a,100.0,0.0,,
713,a,,,,
721,a,100.0,100.0,,
782,a,,,,
799,a,,,,
801,a,,,,
806,a,,,,
807,a,,,,
27,a,100.0,75.0,,
83,a,100.0,100.0,,
101,a,100.0,100.0,,
103,u,0.0,0.0,has joined Shrewsbury Town on loan for the rest of the season.,
107,a,,,,
108,a,100.0,100.0,,
109,i,0.0,0.0,Hamstring injury - Unknown return date,
110,a,100.0,100.0,,
112,u,0.0,0.0,Has joined Southampton permanently.,
113,a,100.0,100.0,,
115,u,0.0,0.0,has joined Dender on loan for the rest of the season.,
116,i,0.0,0.0,Hamstring injury - Expected back 11 Apr,
117,u,0.0,0.0,has joined Kaiserslautern on loan for the rest of the season.,
118,u,0.0,0.0,Has joined Rangers on loan for the rest of the season.,
120,a,100.0,100.0,,
121,a,100.0,100.0,,
122,i,0.0,0.0,Knee injury - Expected back 01 Jun,
123,i,0.0,0.0,Knee injury - Expected back 01 Jun,
124,a,100.0,100.0,,
125,i,0.0,0.0,Foot injury - Expected back 11 Apr,
126,a,,,,
127,u,0.0,0.0,has joined Swansea City on loan for the rest of the season.,
128,u,0.0,0.0,has joined Coventry City on loan for the rest of the season.,
129,a,100.0,100.0,,
130,a,,,,
131,u,0.0,0.0,has joined Oxford United on loan for the rest of the season.,
132,u,0.0,0.0,has joined Norwich City permanently.,
136,a,100.0,100.0,,
137,u,0.0,0.0,has joined Shrewsbury on loan for the rest of the season.,
748,i,0.0,0.0,Lack of match fitness - Expected back 24 May,
819,a,,,,
138,a,,,,
139,a,,,,
140,a,,,,
141,u,0.0,0.0,Has joined Coventry City on loan for the rest of the season.,
142,u,0.0,0.0,Has joined Union SG permanently,
143,a,,,,
144,u,0.0,0.0,has joined Paris FC on loan for the rest of the season.,
145,a,100.0,100.0,,
146,a,100.0,100.0,,
147,u,0.0,0.0,Has joined AC Milan permanently,
148,a,,,,
151,a,100.0,100.0,,
152,a,100.0,100.0,,
153,i,0.0,0.0,Knee injury - Unknown return date,
154,u,0.0,0.0,has joined Blackburn Rovers on loan for the rest of the season.,
155,u,0.0,0.0,has joined Harrogate Town on loan until January.,
157,d,75.0,75.0,Ankle injury - 75% chance of playing,
158,a,100.0,100.0,,
160,a,100.0,100.0,,
161,u,0.0,0.0,has joined Strasbourg permanently.,
162,u,0.0,0.0,has joined Leipzig on loan for the rest of the season.,
163,a,100.0,100.0,,
166,a,100.0,100.0,,
167,a,100.0,100.0,,
169,a,100.0,100.0,,
170,a,100.0,100.0,,
171,u,0.0,0.0,has joined Middlesbrough on loan for the rest of the season.,
172,u,0.0,0.0,has joined Millwall on loan for the rest of the season.,
173,a,100.0,100.0,,
174,u,0.0,0.0,Has joined Swansea City on loan for the rest of the season.,
175,u,0.0,0.0,has joined Stevenage permanently.,
176,u,0.0,0.0,has joined Dinamo Bucharest permanently.,
177,u,0.0,0.0,Has joined Los Angeles FC on loan for the rest of the season.,
178,a,100.0,100.0,,
179,u,0.0,0.0,Has joined AS Roma on loan for the rest of the season,
180,i,0.0,0.0,Knee injury - Expected back 01 Jun,
181,a,,,,
744,a,,,,
761,a,,,,
783,a,,,,
795,a,,,,
220,a,100.0,100.0,,
221,i,0.0,100.0,Groin Injury - Expected back 12 Apr,
222,u,0.0,0.0,Has joined RC Strasbourg on loan for the rest of the season.,
223,a,,,,
224,a,100.0,100.0,,
225,i,0.0,100.0,Hamstring injury - Expected back 12 Apr,
226,i,0.0,100.0,Ankle injury - Expected back 02 May,
227,i,0.0,0.0,Anterior cruciate ligament - Expected back 24 May,
228,d,75.0,100.0,Illness - 75% chance of playing,
229,d,75.0,100.0,Illness - 75% chance of playing,
232,a,100.0,100.0,,
233,a,100.0,100.0,,
234,u,0.0,0.0,has joined Strasbourg on loan for the rest of the season.,
235,a,100.0,100.0,,
236,a,100.0,0.0,,
237,a,100.0,100.0,,
238,a,100.0,0.0,,
239,d,75.0,100.0,Hamstring injury - 75% chance of playing,
241,a,100.0,100.0,,
244,a,100.0,100.0,,
246,a,100.0,100.0,,
248,u,0.0,0.0,has joined River Plate on loan for the rest of the season.,
249,a,,,,
251,u,0.0,0.0,has joined Bayern Munich on loan for the rest of the season.,
252,a,100.0,100.0,,
453,a,,,,
672,a,100.0,100.0,,
803,a,,,,
253,a,,,,
254,a,100.0,100.0,,
255,a,,,,
256,a,100.0,75.0,,
257,a,100.0,100.0,,
258,a,,,,
259,a,100.0,100.0,,
261,a,100.0,100.0,,
262,a,100.0,100.0,,
263,a,100.0,100.0,,
264,u,0.0,0.0,Has joined Colorado Rapids permanently.,
265,a,100.0,100.0,,
267,a,100.0,100.0,,
268,i,0.0,0.0,Knee injury - Unknown return date,
269,u,0.0,0.0,has joined Coventry City on loan for the rest of the season.,
282,u,0.0,0.0,has joined Portsmouth permanently.,
283,a,100.0,100.0,,
657,a,100.0,100.0,,
284,i,0.0,0.0,Hamstring injury - Expected back 11 Apr,
285,u,0.0,0.0,has joined RC Lens permanently.,
286,a,,,,
695,a,,,,
778,a,,,,
809,a,,,,
816,a,100.0,100.0,,
677,a,100.0,100.0,,
690,a,100.0,100.0,,
242,a,100.0,100.0,,
