id,status,chance_of_playing_next_round,chance_of_playing_this_round,news,news_added
25,u,0.0,0.0,has joined Marseille on loan for the rest of the season.,
294,a,100.0,100.0,,
288,a,,,,
326,a,,,,
802,a,,,,
327,u,0.0,0.0,has joined Palmeiras permanently.,
328,a,100.0,100.0,,
740,a,,,,
746,a,,,,
771,a,,,,
512,u,0.0,0.0,has joined Rio Ave on loan for the rest of the season.,
536,a,100.0,100.0,,
149,a,100.0,100.0,,
557,a,,,,
774,a,,,,
639,u,0.0,0.0,On loan to FC Alverca,
640,a,100.0,100.0,,
641,u,0.0,0.0,has joined Crewe Alexandra on loan for the rest of the season.,
648,u,0.0,0.0,has joined Paris FC on loan for the rest of the season.,
650,a,100.0,75.0,,
767,a,,,,
4,a,,,,
725,a,100.0,75.0,,
721,a,100.0,100.0,,
782,a,,,,
799,a,,,,
87,a,100.0,100.0,,
270,a,100.0,100.0,,
92,a,100.0,100.0,,
273,s,0.0,100.0,Suspended until 08 Feb,
773,a,,,,
306,a,,,,
323,a,,,,
429,a,,,,
299,a,100.0,100.0,,
637,i,0.0,0.0,Hamstring injury - Unknown return date,
638,u,0.0,0.0,has joined Sheffield United on loan for the rest of the season.,
658,a,,,,
663,a,,,,
748,i,0.0,0.0,Knee injury - Unknown return date,
797,a,,,,
175,a,,,,
793,a,,,,
798,a,,,,
646,a,100.0,100.0,,
8,a,100.0,100.0,,
242,a,100.0,75.0,,
287,a,,,,
81,i,0.0,0.0,Knee injury - Expected back 09 May,
84,i,0.0,0.0,Hamstring injury - Unknown return date,
88,a,100.0,100.0,,
89,u,0.0,0.0,Has joined Midtjylland permanently.,
105,a,,,,
402,a,100.0,100.0,,
122,i,0.0,0.0,Knee injury - Expected back 01 Jun,
140,a,,,,
238,a,100.0,100.0,,
21,a,100.0,100.0,,
22,a,,,,
234,a,100.0,0.0,,
689,a,,,,
37,a,100.0,100.0,,
38,a,100.0,100.0,,
39,a,,,,
40,a,100.0,100.0,,
61,u,0.0,0.0,Has joined Real Oviedo permanently.,
62,a,,,,
63,a,,,,
64,d,75.0,100.0,Hamstring injury - 75% chance of playing,
580,a,,,,
690,d,25.0,25.0,Groin Injury - 25% chance of playing,
189,u,0.0,0.0,Has joined Stockport County on loan for the rest of the season.,
190,a,,,,
191,a,100.0,100.0,,
192,a,,,,
289,u,0.0,0.0,has joined Cardiff City permanently.,
290,a,100.0,75.0,,
297,a,,,,
561,a,,,,
562,a,,,,
304,d,25.0,0.0,Knock - 25% chance of playing,
305,a,100.0,100.0,,
209,a,,,,
210,a,,,,
215,a,100.0,75.0,,
216,i,0.0,0.0,Knee injury - Expected back 25 Apr,
30,a,100.0,100.0,,
31,a,100.0,100.0,,
316,a,100.0,100.0,,
317,a,100.0,100.0,,
565,a,,,,
595,a,,,,
785,a,,,,
791,a,,,,
628,a,,,,
629,a,100.0,100.0,,
631,a,100.0,100.0,,
632,a,100.0,100.0,,
700,i,0.0,0.0,Ankle injury - Unknown return date,
711,a,,,,
33,a,,,,
45,a,,,,
46,u,0.0,0.0,has joined Anderlecht on loan for the rest of the season.,
47,a,100.0,100.0,,
51,u,0.0,0.0,has joined West Bromwich Albion on loan for the rest of the season,
57,u,0.0,0.0,Has joined Preston North End on loan for the rest of the season.,
58,i,0.0,0.0,Knee injury - Expected back 01 Jun,
59,a,100.0,100.0,,
181,a,,,,
744,a,,,,
761,a,,,,
60,a,,,,
65,u,0.0,0.0,has joined Huddersfield Town on loan for the rest of the season.,
389,a,100.0,100.0,,
456,a,100.0,100.0,,
677,a,100.0,100.0,,
699,a,100.0,100.0,,
710,a,,,,
719,a,100.0,100.0,,
470,a,100.0,100.0,,
676,a,100.0,100.0,,
680,a,100.0,100.0,,
722,a,,,,
784,a,,,,
67,a,,,,
68,i,0.0,0.0,Ankle injury - Unknown return date,
69,a,,,,
713,a,,,,
801,a,,,,
806,a,,,,
112,u,0.0,0.0,Has joined Southampton permanently.,
113,a,100.0,100.0,,
116,a,100.0,100.0,,
117,u,0.0,0.0,has joined Kaiserslautern on loan for the rest of the season.,
118,u,0.0,0.0,Has joined Rangers on loan for the rest of the season.,
120,a,100.0,100.0,,
121,d,75.0,,Knee injury - 75% chance of playing,
124,a,100.0,75.0,,
125,a,100.0,100.0,,
126,a,,,,
127,u,0.0,0.0,has joined Swansea City on loan for the rest of the season.,
630,a,,,,
161,u,0.0,0.0,has joined Strasbourg permanently.,
162,a,100.0,100.0,,
163,a,100.0,100.0,,
164,u,0.0,0.0,has joined Marseille on loan for the rest of the season.,
338,d,25.0,0.0,Hamstring injury - 25% chance of playing,
664,a,,,,
167,a,100.0,100.0,,
169,d,75.0,100.0,Knock - 75% chance of playing,
170,a,100.0,100.0,,
171,u,0.0,0.0,has joined Middlesbrough on loan for the rest of the season.,
173,i,0.0,0.0,Toe Injury - Unknown return date,
174,u,0.0,0.0,Has joined Swansea City on loan for the rest of the season.,
176,u,0.0,0.0,has joined Dinamo Bucharest permanently.,
346,a,,,,
494,a,100.0,100.0,,
272,a,100.0,100.0,,
274,a,,,,
