id,status,chance_of_playing_next_round,chance_of_playing_this_round,news,news_added
1,a,,,,
725,a,100.0,75.0,,
25,a,,,,
26,a,100.0,100.0,,
34,u,0.0,0.0,Has joined Port Vale on loan for the rest of the season.,
35,u,0.0,0.0,Has joined Stevenage permanently.,
36,s,0.0,100.0,Suspended until 03 Jan,
47,a,100.0,100.0,,
59,a,100.0,100.0,,
60,a,,,,
38,a,100.0,100.0,,
39,a,,,,
40,d,25.0,0.0,Hamstring injury - 25% chance of playing,
41,d,25.0,0.0,Calf injury - 25% chance of playing,
42,a,100.0,100.0,,
43,u,0.0,0.0,Has joined Girona permanently.,
44,a,100.0,100.0,,
719,a,100.0,100.0,,
71,u,0.0,0.0,Has joined Paris Saint-Germain permanently.,
216,i,0.0,0.0,Knee injury - Expected back 25 Apr,
217,n,0.0,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,
218,a,,,,
219,u,0.0,0.0,has joined VfL Bochum  on loan for the rest of the season.,
470,a,100.0,100.0,,
138,a,,,,
112,u,0.0,0.0,Has joined Southampton permanently.,
113,d,75.0,,Knock - 75% chance of playing,
114,a,100.0,100.0,,
139,a,,,,
45,a,,,,
275,a,,,,
227,i,0.0,0.0,Anterior cruciate ligament - Unknown return date,
281,a,,,,
282,u,0.0,0.0,has joined Portsmouth permanently.,
286,a,,,,
362,a,100.0,100.0,,
334,u,0.0,0.0,Has joined Oxford United on loan for the rest of the season.,
760,a,,,,
698,a,100.0,100.0,,
741,a,100.0,100.0,,
736,a,,,,
402,n,0.0,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,
415,a,100.0,100.0,,
416,a,,,,
564,u,0.0,0.0,has joined Arka on loan for the rest of the season.,
490,a,100.0,100.0,,
695,a,,,,
709,a,100.0,100.0,,
720,a,,,,
749,a,,,,
766,a,,,,
767,a,,,,
7,d,75.0,100.0,Muscle injury - 75% chance of playing,
759,a,,,,
46,u,0.0,0.0,has joined Anderlecht on loan for the rest of the season.,
48,a,100.0,100.0,,
754,a,,,,
757,a,,,,
768,a,,,,
183,a,,,,
187,a,100.0,100.0,,
188,a,,,,
208,u,0.0,0.0,Has joined Espanyol on loan for the rest of the season.,
209,a,,,,
210,a,,,,
722,a,,,,
66,u,0.0,0.0,Has joined Botafogo permanently.,
70,u,0.0,0.0,Has joined Lechia Gdansk on loan for the rest of the season.,
72,a,100.0,100.0,,
73,a,100.0,100.0,,
74,a,,,,
75,d,25.0,25.0,Muscle injury - 25% chance of playing,
78,a,100.0,100.0,,
79,u,0.0,0.0,has joined West Bromwich Albion permanently.,
13,a,,,,
84,a,,,,
58,s,0.0,100.0,Suspended until 03 Jan,
61,u,0.0,0.0,Has joined Real Oviedo permanently.,
108,a,100.0,100.0,,
117,u,0.0,0.0,has joined Kaiserslautern on loan for the rest of the season.,
710,a,,,,
129,a,100.0,100.0,,
2,a,,,,
3,u,0.0,0.0,Has joined Werder Bremen on loan for the rest of the season.,
76,a,,,,
77,a,,,,
15,a,,,,
93,u,0.0,0.0,has joined Marseille on loan for the rest of the season.,
231,u,0.0,0.0,Has joined RC Strasbourg on loan for the rest of the season.,
232,a,100.0,100.0,,
22,a,,,,
23,u,0.0,0.0,has joined Hamburger on loan for the rest of the season.,
24,a,100.0,100.0,,
28,u,0.0,0.0,has joined Shrewsbury Town on loan for the rest of the season.,
29,u,0.0,0.0,has joined Hamburger permanently.,
30,d,50.0,25.0,Lack of match fitness - 50% chance of playing,
203,a,,,,
157,a,100.0,100.0,,
300,a,,,,
301,a,,,,
213,a,,,,
171,u,0.0,0.0,has joined Cremonese on loan for the rest of the season.,
312,u,0.0,0.0,has joined Rangers permanently.,
313,u,0.0,0.0,has joined Rotherham United on loan for the rest of the season.,
91,u,0.0,0.0,Has joined Cruzeiro on loan for the rest of the season.,
238,a,100.0,100.0,,
332,a,100.0,100.0,,
333,u,0.0,0.0,has joined Strasbourg permanently.,
111,a,100.0,100.0,,
267,n,0.0,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,
356,a,,,,
130,a,,,,
271,i,0.0,0.0,Hamstring injury - Expected back 21 Feb,
357,u,0.0,0.0,has joined Valencia on loan for the rest of the season.,
358,a,100.0,100.0,,
179,u,0.0,0.0,Has joined AS Roma on loan for the rest of the season,
180,i,0.0,0.0,Knee injury - Expected back 01 Jun,
181,a,,,,
318,n,0.0,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,
319,a,,,,
320,a,,,,
248,u,0.0,0.0,Has joined RC Strasbourg on loan for the rest of the season.,
249,a,,,,
250,a,100.0,100.0,,
770,a,,,,
339,a,,,,
340,a,,,,
341,a,,,,
278,u,0.0,0.0,has joined Caykur Rizespor on loan for the rest of the season.,
365,a,100.0,25.0,,
681,a,100.0,100.0,,
771,a,,,,
292,a,100.0,100.0,,
293,a,,,,
294,d,25.0,0.0,Hamstring injury - 25% chance of playing,
295,a,100.0,100.0,,
384,a,100.0,50.0,,
385,a,100.0,100.0,,
478,d,25.0,0.0,Hamstring injury - 25% chance of playing,
479,d,25.0,0.0,Knee injury - 25% chance of playing,
480,d,25.0,25.0,Lack of match fitness - 25% chance of playing,
482,a,100.0,100.0,,
309,u,0.0,0.0,Has joined Bradford City permanently.,
310,a,,,,
397,u,0.0,0.0,Has joined Al-Hilal permanently.,
398,i,0.0,0.0,Hamstring injury - Unknown return date,
499,i,0.0,0.0,Ankle injury - Unknown return date,
484,u,0.0,0.0,has joined Middlesbrough on loan for the rest of the season.,
485,a,100.0,100.0,,
508,a,,,,
364,u,0.0,0.0,Has joined RCD Mallorca on loan for the rest of the season.,
458,i,0.0,0.0,Calf injury - Expected back 04 Jan,
549,a,,,,
550,a,,,,
551,a,,,,
372,a,,,,
373,a,,,,
374,a,100.0,100.0,,
375,a,100.0,50.0,,
376,i,0.0,0.0,Muscle injury - Unknown return date,
377,u,0.0,0.0,has joined AS Roma on loan for the rest of the season.,
379,a,,,,
380,a,,,,
381,n,0.0,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,
733,a,,,,
755,a,,,,
769,a,,,,
422,i,0.0,0.0,Ankle injury - Unknown return date,
509,u,0.0,0.0,has joined Real Oviedo on loan for the rest of the season.,
603,n,0.0,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,
604,u,0.0,0.0,has joined Marseille permanently.,
452,n,0.0,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,
543,a,,,,
647,u,0.0,0.0,Has joined Real Sociedad permanently.,
656,u,0.0,0.0,has joined LASK on loan for the rest of the season.,
657,i,0.0,0.0,Knee injury - Unknown return date,
682,a,,,,
8,d,75.0,100.0,Knock - 75% chance of playing,
10,a,,,,
11,i,0.0,0.0,Hamstring injury - Expected back 08 Jan,
14,u,0.0,0.0,has joined Morecambe on loan for the rest of the season.,
31,a,100.0,100.0,,
266,a,,,,
662,i,0.0,0.0,Ankle injury - Unknown return date,
666,a,100.0,100.0,,
700,i,0.0,0.0,Ankle injury - Unknown return date,
711,a,,,,
32,a,100.0,100.0,,
33,a,,,,
49,u,0.0,0.0,Has joined AS Roma on loan for the rest of the season.,
50,a,100.0,100.0,,
51,u,0.0,0.0,has joined West Bromwich Albion on loan for the rest of the season,
53,a,,,,
54,a,,,,
55,i,0.0,0.0,Knee injury - Expected back 07 Feb,
56,u,0.0,0.0,Season-long loan to Benfica,
57,u,0.0,0.0,Has joined Preston North End on loan for the rest of the season.,
62,a,,,,
63,a,,,,
64,a,100.0,100.0,,
65,u,0.0,0.0,has joined Huddersfield Town on loan for the rest of the season.,
389,d,75.0,75.0,Illness - 75% chance of playing,
677,n,0.0,0.0,On international duty at the Africa Cup of Nations from Gameweek 18 onwards. - Unknown return date,
701,u,0.0,0.0,has joined Annecy on loan for the rest of the season.,
702,a,,,,
703,a,,,,
184,u,0.0,0.0,has joined FC Fredericia permanently.,
185,a,,,,
186,i,0.0,0.0,Achilles injury - Unknown return date,
189,u,0.0,0.0,Has joined Stockport County on loan for the rest of the season.,
191,d,75.0,75.0,Knock - 75% chance of playing,
192,a,,,,
753,a,,,,
593,n,0.0,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,
193,a,100.0,100.0,,
194,i,0.0,0.0,Hamstring injury - Unknown return date,
195,a,100.0,100.0,,
196,u,0.0,0.0,Has joined Sparta Rotterdam on loan for the rest of the season.,
198,n,0.0,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,
199,d,75.0,,Muscle injury - 75% chance of playing,
200,a,100.0,100.0,,
201,u,0.0,0.0,has joined Swansea City on loan for the rest of the season.,
202,a,100.0,100.0,,
205,d,50.0,,Knee injury - 50% chance of playing,
206,a,,,,
207,n,0.0,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,
211,u,0.0,0.0,has joined Leicester City on loan for the rest of the season.,
212,u,0.0,0.0,Has joined Cercle Brugge on loan for the rest of the season.,
214,a,,,,
215,a,,,,
676,a,100.0,100.0,,
680,a,100.0,100.0,,
67,a,,,,
69,a,,,,
80,a,100.0,100.0,,
81,a,100.0,100.0,,
82,a,100.0,100.0,,
85,i,0.0,0.0,Knee injury - Expected back 21 Feb,
86,a,100.0,100.0,,
87,a,100.0,100.0,,
88,a,100.0,100.0,,
89,u,0.0,0.0,Has joined Midtjylland permanently.,
90,d,75.0,,Jaw Injury - 75% chance of playing,
92,u,0.0,0.0,has joined Al Taawoun permanently.,
94,u,0.0,0.0,has joined Novi Pazar on loan for the rest of the season.,
95,u,0.0,0.0,has joined Olympiakos permanently.,
96,u,0.0,0.0,has joined Barnet on loan for the rest of the season.,
97,a,100.0,100.0,,
98,a,100.0,100.0,,
99,u,0.0,0.0,has joined HNK Rijeka permanently.,
100,a,,,,
391,i,0.0,0.0,Hamstring injury - Unknown return date,
685,a,100.0,100.0,,
687,a,,,,
697,a,,,,
713,a,,,,
721,i,0.0,0.0,Knee injury - Expected back 21 Feb,
756,a,,,,
27,a,100.0,100.0,,
83,n,0.0,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,
101,a,100.0,100.0,,
102,a,,,,
103,a,,,,
104,a,,,,
105,a,,,,
106,a,,,,
107,a,,,,
118,u,0.0,0.0,Has joined Rangers on loan for the rest of the season.,
120,a,100.0,100.0,,
123,i,0.0,0.0,Knee injury - Expected back 01 Jun,
124,a,100.0,100.0,,
125,a,100.0,100.0,,
126,a,,,,
127,a,100.0,100.0,,
128,n,0.0,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,
132,a,100.0,100.0,,
133,a,,,,
134,u,0.0,0.0,Has joined Wigan on loan for the rest of the season,
136,a,100.0,100.0,,
137,a,,,,
748,i,0.0,0.0,Knee injury - Expected back 01 Jan,
140,a,,,,
141,u,0.0,0.0,Has joined Coventry City on loan for the rest of the season.,
142,u,0.0,0.0,Has joined Union SG permanently,
663,a,,,,
190,a,,,,
143,a,,,,
144,a,,,,
145,a,100.0,100.0,,
146,a,100.0,100.0,,
147,u,0.0,0.0,Has joined AC Milan permanently,
148,a,,,,
150,u,0.0,0.0,has joined Fiorentina permanently.,
151,a,100.0,75.0,,
152,a,100.0,100.0,,
153,i,0.0,0.0,Knee injury - Unknown return date,
16,a,100.0,100.0,,
17,a,100.0,100.0,,
18,a,100.0,100.0,,
19,a,100.0,75.0,,
20,a,100.0,100.0,,
21,a,100.0,100.0,,
154,u,0.0,0.0,Has joined Birmingham on loan for the rest of the season.,
155,u,0.0,0.0,has joined Harrogate Town on loan until January.,
156,a,,,,
158,a,100.0,100.0,,
159,i,0.0,0.0,Knee injury - Expected back 07 Jan,
160,a,,,,
161,u,0.0,0.0,has joined Strasbourg permanently.,
162,a,100.0,100.0,,
163,a,100.0,100.0,,
164,u,0.0,0.0,has joined Marseille on loan for the rest of the season.,
165,u,0.0,0.0,has joined Lens permanently.,
166,a,100.0,100.0,,
167,n,0.0,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,
169,a,100.0,100.0,,
170,a,100.0,100.0,,
172,a,100.0,100.0,,
173,a,100.0,75.0,,
174,u,0.0,0.0,Has joined Swansea City on loan for the rest of the season.,
175,a,,,,
176,u,0.0,0.0,has joined Dinamo Bucharest permanently.,
177,u,0.0,0.0,Has joined Los Angeles FC on loan for the rest of the season.,
178,a,100.0,75.0,,
744,a,,,,
761,a,,,,
456,a,100.0,100.0,,
688,a,,,,
168,a,100.0,100.0,,
220,a,,,,
221,a,,,,
222,u,0.0,0.0,Has joined RC Strasbourg on loan for the rest of the season.,
223,a,,,,
224,d,75.0,,Hamstring injury - 75% chance of playing,
225,a,100.0,100.0,,
226,a,100.0,100.0,,
228,a,100.0,100.0,,
229,a,100.0,100.0,,
230,a,100.0,100.0,,
233,a,100.0,100.0,,
234,u,0.0,0.0,has joined Borussia Dortmund on loan for the rest of the season.,
235,a,100.0,100.0,,
236,a,100.0,100.0,,
237,a,100.0,100.0,,
239,a,,,,
240,u,0.0,0.0,has joined AC Milan permanently.,
241,a,100.0,100.0,,
243,a,,,,
244,i,0.0,0.0,Thigh injury - Unknown return date,
245,s,0.0,0.0,Suspended - unknown return date,
246,a,100.0,100.0,,
247,i,0.0,0.0,Thigh injury - Unknown return date,
251,u,0.0,0.0,has joined Bayern Munich on loan for the rest of the season.,
252,a,100.0,100.0,,
453,a,,,,
672,d,25.0,,Knock - 25% chance of playing,
743,a,,,,
253,a,,,,
254,a,100.0,100.0,,
255,a,,,,
256,i,0.0,0.0,Knee injury - Expected back 17 Jan,
257,a,,,,
258,a,,,,
