id,status,chance_of_playing_next_round,chance_of_playing_this_round,news,news_added
696,a,,,,
191,a,,,,
195,a,100.0,0.0,,
196,u,0.0,0.0,Has joined Sparta Rotterdam on loan for the rest of the season.,
197,a,,,,
213,a,,,,
104,a,,,,
127,a,100.0,100.0,,
159,i,0.0,0.0,Knee injury - Expected back 03 Jan,
358,a,100.0,100.0,,
361,u,0.0,0.0,has joined Hull City permanently.,
737,a,,,,
483,a,,,,
462,a,,,,
520,u,0.0,0.0,Has joined Wrexham permanently.,
528,a,,,,
8,a,100.0,75.0,,
9,u,0.0,0.0,has joined Porto on loan for the rest of the season.,
10,a,,,,
11,i,0.0,100.0,Hamstring injury - Expected back 03 Jan,
13,a,,,,
14,u,0.0,0.0,has joined Morecambe on loan for the rest of the season.,
550,a,,,,
617,u,0.0,0.0,has joined Genoa on loan for the rest of the season.,
699,a,100.0,100.0,,
715,a,,,,
716,a,,,,
729,u,0.0,0.0,has joined Botafogo on loan for the rest of the season.,
734,a,100.0,100.0,,
529,a,,,,
207,n,0.0,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,
81,a,100.0,100.0,,
82,a,100.0,100.0,,
530,a,,,,
531,a,100.0,100.0,,
532,a,,,,
533,i,0.0,0.0,Shoulder injury - Unknown return date,
534,a,,,,
73,a,100.0,100.0,,
74,a,,,,
75,d,25.0,25.0,Muscle injury - 25% chance of playing,
77,a,,,,
535,a,100.0,100.0,,
148,a,,,,
150,u,0.0,0.0,has joined Fiorentina permanently.,
58,a,100.0,100.0,,
59,a,100.0,100.0,,
60,a,,,,
61,u,0.0,0.0,Has joined Real Oviedo permanently.,
188,a,,,,
153,i,0.0,0.0,Knee injury - Unknown return date,
743,a,,,,
223,a,,,,
341,a,,,,
155,u,0.0,0.0,has joined Harrogate Town on loan until January.,
262,d,25.0,25.0,Lack of match fitness - 25% chance of playing,
376,i,0.0,100.0,Muscle injury - Expected back 27 Dec,
377,u,0.0,0.0,has joined AS Roma on loan for the rest of the season.,
240,u,0.0,0.0,has joined AC Milan permanently.,
297,a,,,,
404,u,0.0,0.0,has joined Inter Milan on loan for the rest of the season.,
323,a,,,,
686,a,,,,
505,a,,,,
510,a,,,,
739,a,,,,
522,i,0.0,0.0,Hamstring injury - Expected back 17 Jan,
536,a,100.0,25.0,,
513,a,,,,
602,a,,,,
544,a,100.0,0.0,,
446,a,,,,
537,u,0.0,0.0,has joined Wycombe Wanderers on loan for the rest of the season.,
542,u,0.0,0.0,has joined Wolfsburg on loan for the rest of the season.,
456,n,0.0,100.0,Ineligible to face his parent club on 21/12. - Expected back 27 Dec,
677,a,100.0,100.0,,
186,i,0.0,0.0,Achilles injury - Unknown return date,
187,a,100.0,0.0,,
137,a,,,,
145,a,100.0,100.0,,
146,s,0.0,,Suspended until 27 Dec,
1,a,,,,
157,a,100.0,100.0,,
564,u,0.0,0.0,has joined Arka on loan for the rest of the season.,
655,u,0.0,0.0,has joined Borussia Dortmund permanently.,
656,u,0.0,0.0,has joined LASK on loan for the rest of the season.,
657,i,0.0,0.0,Knee injury - Unknown return date,
168,a,100.0,100.0,,
543,a,,,,
545,u,0.0,0.0,has joined Birmingham City on loan for the rest of the season.,
546,u,0.0,0.0,has joined Cracovia on loan for the rest of the season.,
547,a,100.0,100.0,,
548,a,100.0,100.0,,
549,a,,,,
551,a,,,,
552,n,0.0,100.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,
553,n,0.0,,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,
554,a,,,,
555,u,0.0,0.0,has joined Middlesbrough on loan for the rest of the season.,
556,u,0.0,0.0,Has joined AS Saint-Etienne permanently.,
557,a,,,,
558,a,,,,
678,n,0.0,100.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,
694,a,,,,
566,a,,,,
688,a,,,,
701,u,0.0,0.0,has joined Annecy on loan for the rest of the season.,
702,a,,,,
703,a,,,,
710,a,,,,
719,a,100.0,100.0,,
754,a,,,,
757,a,,,,
183,a,,,,
184,u,0.0,0.0,has joined FC Fredericia permanently.,
185,a,,,,
76,a,,,,
285,u,0.0,0.0,has joined RC Lens permanently.,
286,a,,,,
203,a,,,,
204,u,0.0,0.0,has joined Kocaelispor  permanently.,
92,u,0.0,0.0,has joined Al Taawoun permanently.,
93,u,0.0,0.0,has joined Marseille on loan for the rest of the season.,
94,u,0.0,0.0,has joined Novi Pazar on loan for the rest of the season.,
294,i,0.0,0.0,Hamstring injury - Unknown return date,
295,a,100.0,100.0,,
296,a,100.0,100.0,,
50,a,100.0,100.0,,
51,u,0.0,0.0,has joined West Bromwich Albion on loan for the rest of the season,
53,a,,,,
54,a,,,,
95,u,0.0,0.0,has joined Olympiakos permanently.,
192,a,,,,
193,i,0.0,0.0,Muscle injury - Expected back 03 Jan,
205,a,,,,
115,u,0.0,0.0,has joined Dender on loan for the rest of the season.,
163,a,100.0,100.0,,
165,u,0.0,0.0,has joined Lens permanently.,
374,a,100.0,100.0,,
379,a,,,,
245,s,0.0,0.0,Suspended - unknown return date,
394,u,0.0,0.0,has joined Ajax on loan for the rest of the season.,
395,u,0.0,0.0,Has joined Lyon permanently.,
396,a,,,,
567,a,,,,
573,a,,,,
578,u,0.0,0.0,has joined Hamburger SV on loan for the rest of the season.,
579,u,0.0,0.0,Has joined Los Angeles FC permanently.,
580,a,,,,
581,i,0.0,0.0,Anterior cruciate ligament - Unknown return date,
585,a,,,,
586,a,100.0,100.0,,
587,n,0.0,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,
588,a,100.0,100.0,,
589,u,0.0,0.0,has joined Villarreal CF on loan for the rest of the season.,
434,a,,,,
151,a,,,,
152,a,100.0,100.0,,
156,a,,,,
263,a,,,,
99,u,0.0,0.0,has joined HNK Rijeka permanently.,
177,u,0.0,0.0,Has joined Los Angeles FC on loan for the rest of the season.,
178,d,75.0,,Back injury - 75% chance of playing,
331,a,100.0,100.0,,
332,d,75.0,100.0,Groin Injury - 75% chance of playing,
333,u,0.0,0.0,has joined Strasbourg permanently.,
334,u,0.0,0.0,Has joined Oxford United on loan for the rest of the season.,
335,a,,,,
336,a,,,,
243,a,,,,
338,i,0.0,0.0,Hamstring injury - Expected back 01 Jan,
664,a,,,,
674,a,,,,
684,a,,,,
689,a,,,,
714,a,,,,
753,a,,,,
12,a,100.0,100.0,,
426,a,,,,
435,a,,,,
574,i,0.0,0.0,Hamstring injury - Expected back 17 Jan,
575,a,,,,
346,a,,,,
347,a,100.0,100.0,,
410,a,100.0,100.0,,
411,a,100.0,100.0,,
474,a,100.0,100.0,,
475,i,0.0,25.0,Back injury - Expected back 26 Dec,
608,a,100.0,100.0,,
378,a,100.0,100.0,,
497,a,100.0,100.0,,
501,a,,,,
758,a,,,,
627,a,,,,
628,a,,,,
629,i,0.0,0.0,Ankle injury - Unknown return date,
631,n,0.0,100.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,
590,u,0.0,0.0,has joined Girona permanently.,
591,a,100.0,100.0,,
592,u,0.0,0.0,Has joined Rangers on loan for the rest of the season.,
635,i,0.0,0.0,Groin Injury - Expected back 17 Jan,
636,a,,,,
637,a,100.0,100.0,,
646,a,100.0,100.0,,
647,u,0.0,0.0,Has joined Real Sociedad permanently.,
648,i,0.0,0.0,Calf injury - Expected back 18 Jan,
649,u,0.0,0.0,Has joined FC Metz on loan for the rest of the season.,
651,a,,,,
34,u,0.0,0.0,Has joined Port Vale on loan for the rest of the season.,
35,u,0.0,0.0,Has joined Stevenage permanently.,
36,a,100.0,100.0,,
37,a,100.0,100.0,,
38,a,100.0,100.0,,
39,a,,,,
41,i,0.0,75.0,Calf injury - Expected back 30 Dec,
42,a,100.0,100.0,,
43,u,0.0,0.0,Has joined Girona permanently.,
44,a,100.0,100.0,,
740,a,,,,
742,a,,,,
248,u,0.0,0.0,Has joined RC Strasbourg on loan for the rest of the season.,
249,a,,,,
639,u,0.0,0.0,On loan to FC Alverca,
640,u,0.0,0.0,has joined Porto on loan for the rest of the season.,
642,a,100.0,100.0,,
643,a,100.0,100.0,,
644,i,0.0,0.0,Hamstring injury - Expected back 24 Jan,
